[11, (1024, 1), (10, 0, 0, '0')]
[11, (341, 1), (10, 1, 1, '3*(0)+2**(0)')]
[11, (1022, 3), (10, 1, 2, '3*(0)+2**(1)')]
[11, (1019, 9), (10, 2, 5, '3*(3*(0)+2**(0))+2**(1)')]
[11, (340, 1), (10, 1, 4, '3*(0)+2**(2)')]
[11, (113, 1), (10, 2, 7, '3*(3*(0)+2**(0))+2**(2)')]
[11, (338, 3), (10, 2, 10, '3*(3*(0)+2**(1))+2**(2)')]
[11, (335, 9), (10, 3, 19, '3*(3*(3*(0)+2**(0))+2**(1))+2**(2)')]
[11, (1016, 3), (10, 1, 8, '3*(0)+2**(3)')]
[11, (1013, 9), (10, 2, 11, '3*(3*(0)+2**(0))+2**(3)')]
[11, (1010, 9), (10, 2, 14, '3*(3*(0)+2**(1))+2**(3)')]
[11, (1001, 27), (10, 3, 23, '3*(3*(3*(0)+2**(0))+2**(1))+2**(3)')]
[11, (1004, 9), (10, 2, 20, '3*(3*(0)+2**(2))+2**(3)')]
[11, (995, 27), (10, 3, 29, '3*(3*(3*(0)+2**(0))+2**(2))+2**(3)')]
[11, (986, 27), (10, 3, 38, '3*(3*(3*(0)+2**(1))+2**(2))+2**(3)')]
[11, (959, 81), (10, 4, 65, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(3)')]
[11, (336, 1), (10, 1, 16, '3*(0)+2**(4)')]
[11, (335, 3), (10, 2, 19, '3*(3*(0)+2**(0))+2**(4)')]
[11, (334, 3), (10, 2, 22, '3*(3*(0)+2**(1))+2**(4)')]
[11, (331, 9), (10, 3, 31, '3*(3*(3*(0)+2**(0))+2**(1))+2**(4)')]
[11, (332, 3), (10, 2, 28, '3*(3*(0)+2**(2))+2**(4)')]
[11, (329, 9), (10, 3, 37, '3*(3*(3*(0)+2**(0))+2**(2))+2**(4)')]
[11, (326, 9), (10, 3, 46, '3*(3*(3*(0)+2**(1))+2**(2))+2**(4)')]
[11, (317, 27), (10, 4, 73, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(4)')]
[11, (328, 3), (10, 2, 40, '3*(3*(0)+2**(3))+2**(4)')]
[11, (325, 9), (10, 3, 49, '3*(3*(3*(0)+2**(0))+2**(3))+2**(4)')]
[11, (322, 9), (10, 3, 58, '3*(3*(3*(0)+2**(1))+2**(3))+2**(4)')]
[11, (313, 27), (10, 4, 85, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(3))+2**(4)')]
[11, (316, 9), (10, 3, 76, '3*(3*(3*(0)+2**(2))+2**(3))+2**(4)')]
[11, (307, 27), (10, 4, 103, '3*(3*(3*(3*(0)+2**(0))+2**(2))+2**(3))+2**(4)')]
[11, (298, 27), (10, 4, 130, '3*(3*(3*(3*(0)+2**(1))+2**(2))+2**(3))+2**(4)')]
[11, (271, 81), (10, 5, 211, '3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(3))+2**(4)')]
[11, (992, 3), (10, 1, 32, '3*(0)+2**(5)')]
[11, (989, 9), (10, 2, 35, '3*(3*(0)+2**(0))+2**(5)')]
[11, (986, 9), (10, 2, 38, '3*(3*(0)+2**(1))+2**(5)')]
[11, (977, 27), (10, 3, 47, '3*(3*(3*(0)+2**(0))+2**(1))+2**(5)')]
[11, (980, 9), (10, 2, 44, '3*(3*(0)+2**(2))+2**(5)')]
[11, (971, 27), (10, 3, 53, '3*(3*(3*(0)+2**(0))+2**(2))+2**(5)')]
[11, (962, 27), (10, 3, 62, '3*(3*(3*(0)+2**(1))+2**(2))+2**(5)')]
[11, (935, 81), (10, 4, 89, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(5)')]
[11, (968, 9), (10, 2, 56, '3*(3*(0)+2**(3))+2**(5)')]
[11, (959, 27), (10, 3, 65, '3*(3*(3*(0)+2**(0))+2**(3))+2**(5)')]
[11, (950, 27), (10, 3, 74, '3*(3*(3*(0)+2**(1))+2**(3))+2**(5)')]
[11, (923, 81), (10, 4, 101, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(3))+2**(5)')]
[11, (932, 27), (10, 3, 92, '3*(3*(3*(0)+2**(2))+2**(3))+2**(5)')]
[11, (905, 81), (10, 4, 119, '3*(3*(3*(3*(0)+2**(0))+2**(2))+2**(3))+2**(5)')]
[11, (878, 81), (10, 4, 146, '3*(3*(3*(3*(0)+2**(1))+2**(2))+2**(3))+2**(5)')]
[11, (797, 243), (10, 5, 227, '3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(3))+2**(5)')]
[11, (944, 9), (10, 2, 80, '3*(3*(0)+2**(4))+2**(5)')]
[11, (935, 27), (10, 3, 89, '3*(3*(3*(0)+2**(0))+2**(4))+2**(5)')]
[11, (926, 27), (10, 3, 98, '3*(3*(3*(0)+2**(1))+2**(4))+2**(5)')]
[11, (899, 81), (10, 4, 125, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(4))+2**(5)')]
[11, (908, 27), (10, 3, 116, '3*(3*(3*(0)+2**(2))+2**(4))+2**(5)')]
[11, (881, 81), (10, 4, 143, '3*(3*(3*(3*(0)+2**(0))+2**(2))+2**(4))+2**(5)')]
[11, (854, 81), (10, 4, 170, '3*(3*(3*(3*(0)+2**(1))+2**(2))+2**(4))+2**(5)')]
[11, (773, 243), (10, 5, 251, '3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(4))+2**(5)')]
[11, (872, 27), (10, 3, 152, '3*(3*(3*(0)+2**(3))+2**(4))+2**(5)')]
[11, (845, 81), (10, 4, 179, '3*(3*(3*(3*(0)+2**(0))+2**(3))+2**(4))+2**(5)')]
[11, (818, 81), (10, 4, 206, '3*(3*(3*(3*(0)+2**(1))+2**(3))+2**(4))+2**(5)')]
[11, (737, 243), (10, 5, 287, '3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(3))+2**(4))+2**(5)')]
[11, (764, 81), (10, 4, 260, '3*(3*(3*(3*(0)+2**(2))+2**(3))+2**(4))+2**(5)')]
[11, (683, 243), (10, 5, 341, '3*(3*(3*(3*(3*(0)+2**(0))+2**(2))+2**(3))+2**(4))+2**(5)')]
[11, (602, 243), (10, 5, 422, '3*(3*(3*(3*(3*(0)+2**(1))+2**(2))+2**(3))+2**(4))+2**(5)')]
[11, (359, 729), (10, 6, 665, '3*(3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(3))+2**(4))+2**(5)')]
[11, (320, 1), (10, 1, 64, '3*(0)+2**(6)')]
[11, (319, 3), (10, 2, 67, '3*(3*(0)+2**(0))+2**(6)')]
[11, (106, 1), (10, 2, 70, '3*(3*(0)+2**(1))+2**(6)')]
[11, (35, 1), (10, 3, 79, '3*(3*(3*(0)+2**(0))+2**(1))+2**(6)')]
[11, (316, 3), (10, 2, 76, '3*(3*(0)+2**(2))+2**(6)')]
[11, (313, 9), (10, 3, 85, '3*(3*(3*(0)+2**(0))+2**(2))+2**(6)')]
[11, (310, 9), (10, 3, 94, '3*(3*(3*(0)+2**(1))+2**(2))+2**(6)')]
[11, (301, 27), (10, 4, 121, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(6)')]
[11, (104, 1), (10, 2, 88, '3*(3*(0)+2**(3))+2**(6)')]
[11, (103, 3), (10, 3, 97, '3*(3*(3*(0)+2**(0))+2**(3))+2**(6)')]
[11, (34, 1), (10, 3, 106, '3*(3*(3*(0)+2**(1))+2**(3))+2**(6)')]
[11, (11, 1), (10, 4, 133, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(3))+2**(6)')]
[11, (100, 3), (10, 3, 124, '3*(3*(3*(0)+2**(2))+2**(3))+2**(6)')]
[11, (97, 9), (10, 4, 151, '3*(3*(3*(3*(0)+2**(0))+2**(2))+2**(3))+2**(6)')]
[11, (94, 9), (10, 4, 178, '3*(3*(3*(3*(0)+2**(1))+2**(2))+2**(3))+2**(6)')]
[11, (85, 27), (10, 5, 259, '3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(3))+2**(6)')]
[11, (304, 3), (10, 2, 112, '3*(3*(0)+2**(4))+2**(6)')]
[11, (301, 9), (10, 3, 121, '3*(3*(3*(0)+2**(0))+2**(4))+2**(6)')]
[11, (298, 9), (10, 3, 130, '3*(3*(3*(0)+2**(1))+2**(4))+2**(6)')]
[11, (289, 27), (10, 4, 157, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(4))+2**(6)')]
[11, (292, 9), (10, 3, 148, '3*(3*(3*(0)+2**(2))+2**(4))+2**(6)')]
[11, (283, 27), (10, 4, 175, '3*(3*(3*(3*(0)+2**(0))+2**(2))+2**(4))+2**(6)')]
[11, (274, 27), (10, 4, 202, '3*(3*(3*(3*(0)+2**(1))+2**(2))+2**(4))+2**(6)')]
[11, (247, 81), (10, 5, 283, '3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(4))+2**(6)')]
[11, (280, 9), (10, 3, 184, '3*(3*(3*(0)+2**(3))+2**(4))+2**(6)')]
[11, (271, 27), (10, 4, 211, '3*(3*(3*(3*(0)+2**(0))+2**(3))+2**(4))+2**(6)')]
[11, (262, 27), (10, 4, 238, '3*(3*(3*(3*(0)+2**(1))+2**(3))+2**(4))+2**(6)')]
[11, (235, 81), (10, 5, 319, '3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(3))+2**(4))+2**(6)')]
[11, (244, 27), (10, 4, 292, '3*(3*(3*(3*(0)+2**(2))+2**(3))+2**(4))+2**(6)')]
[11, (217, 81), (10, 5, 373, '3*(3*(3*(3*(3*(0)+2**(0))+2**(2))+2**(3))+2**(4))+2**(6)')]
[11, (190, 81), (10, 5, 454, '3*(3*(3*(3*(3*(0)+2**(1))+2**(2))+2**(3))+2**(4))+2**(6)')]
[11, (109, 243), (10, 6, 697, '3*(3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(3))+2**(4))+2**(6)')]
[11, (96, 1), (10, 2, 160, '3*(3*(0)+2**(5))+2**(6)')]
[11, (95, 3), (10, 3, 169, '3*(3*(3*(0)+2**(0))+2**(5))+2**(6)')]
[11, (94, 3), (10, 3, 178, '3*(3*(3*(0)+2**(1))+2**(5))+2**(6)')]
[11, (91, 9), (10, 4, 205, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(5))+2**(6)')]
[11, (92, 3), (10, 3, 196, '3*(3*(3*(0)+2**(2))+2**(5))+2**(6)')]
[11, (89, 9), (10, 4, 223, '3*(3*(3*(3*(0)+2**(0))+2**(2))+2**(5))+2**(6)')]
[11, (86, 9), (10, 4, 250, '3*(3*(3*(3*(0)+2**(1))+2**(2))+2**(5))+2**(6)')]
[11, (77, 27), (10, 5, 331, '3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(5))+2**(6)')]
[11, (88, 3), (10, 3, 232, '3*(3*(3*(0)+2**(3))+2**(5))+2**(6)')]
[11, (85, 9), (10, 4, 259, '3*(3*(3*(3*(0)+2**(0))+2**(3))+2**(5))+2**(6)')]
[11, (82, 9), (10, 4, 286, '3*(3*(3*(3*(0)+2**(1))+2**(3))+2**(5))+2**(6)')]
[11, (73, 27), (10, 5, 367, '3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(3))+2**(5))+2**(6)')]
[11, (76, 9), (10, 4, 340, '3*(3*(3*(3*(0)+2**(2))+2**(3))+2**(5))+2**(6)')]
[11, (67, 27), (10, 5, 421, '3*(3*(3*(3*(3*(0)+2**(0))+2**(2))+2**(3))+2**(5))+2**(6)')]
[11, (58, 27), (10, 5, 502, '3*(3*(3*(3*(3*(0)+2**(1))+2**(2))+2**(3))+2**(5))+2**(6)')]
[11, (31, 81), (10, 6, 745, '3*(3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(3))+2**(5))+2**(6)')]
[11, (80, 3), (10, 3, 304, '3*(3*(3*(0)+2**(4))+2**(5))+2**(6)')]
[11, (77, 9), (10, 4, 331, '3*(3*(3*(3*(0)+2**(0))+2**(4))+2**(5))+2**(6)')]
[11, (74, 9), (10, 4, 358, '3*(3*(3*(3*(0)+2**(1))+2**(4))+2**(5))+2**(6)')]
[11, (65, 27), (10, 5, 439, '3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(4))+2**(5))+2**(6)')]
[11, (68, 9), (10, 4, 412, '3*(3*(3*(3*(0)+2**(2))+2**(4))+2**(5))+2**(6)')]
[11, (59, 27), (10, 5, 493, '3*(3*(3*(3*(3*(0)+2**(0))+2**(2))+2**(4))+2**(5))+2**(6)')]
[11, (50, 27), (10, 5, 574, '3*(3*(3*(3*(3*(0)+2**(1))+2**(2))+2**(4))+2**(5))+2**(6)')]
[11, (23, 81), (10, 6, 817, '3*(3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(4))+2**(5))+2**(6)')]
[11, (56, 9), (10, 4, 520, '3*(3*(3*(3*(0)+2**(3))+2**(4))+2**(5))+2**(6)')]
[11, (47, 27), (10, 5, 601, '3*(3*(3*(3*(3*(0)+2**(0))+2**(3))+2**(4))+2**(5))+2**(6)')]
[11, (38, 27), (10, 5, 682, '3*(3*(3*(3*(3*(0)+2**(1))+2**(3))+2**(4))+2**(5))+2**(6)')]
[11, (11, 81), (10, 6, 925, '3*(3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(3))+2**(4))+2**(5))+2**(6)')]
[11, (20, 27), (10, 5, 844, '3*(3*(3*(3*(3*(0)+2**(2))+2**(3))+2**(4))+2**(5))+2**(6)')]
[11, (-7, 81), (10, 6, 1087, '3*(3*(3*(3*(3*(3*(0)+2**(0))+2**(2))+2**(3))+2**(4))+2**(5))+2**(6)')]
[11, (-34, 81), (10, 6, 1330, '3*(3*(3*(3*(3*(3*(0)+2**(1))+2**(2))+2**(3))+2**(4))+2**(5))+2**(6)')]
[11, (-115, 243), (10, 7, 2059, '3*(3*(3*(3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(3))+2**(4))+2**(5))+2**(6)')]
[11, (896, 3), (10, 1, 128, '3*(0)+2**(7)')]
[11, (893, 9), (10, 2, 131, '3*(3*(0)+2**(0))+2**(7)')]
[11, (890, 9), (10, 2, 134, '3*(3*(0)+2**(1))+2**(7)')]
[11, (881, 27), (10, 3, 143, '3*(3*(3*(0)+2**(0))+2**(1))+2**(7)')]
[11, (884, 9), (10, 2, 140, '3*(3*(0)+2**(2))+2**(7)')]
[11, (875, 27), (10, 3, 149, '3*(3*(3*(0)+2**(0))+2**(2))+2**(7)')]
[11, (866, 27), (10, 3, 158, '3*(3*(3*(0)+2**(1))+2**(2))+2**(7)')]
[11, (839, 81), (10, 4, 185, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(2))+2**(7)')]
[11, (872, 9), (10, 2, 152, '3*(3*(0)+2**(3))+2**(7)')]
[11, (863, 27), (10, 3, 161, '3*(3*(3*(0)+2**(0))+2**(3))+2**(7)')]
[11, (854, 27), (10, 3, 170, '3*(3*(3*(0)+2**(1))+2**(3))+2**(7)')]
[11, (827, 81), (10, 4, 197, '3*(3*(3*(3*(0)+2**(0))+2**(1))+2**(3))+2**(7)')]
