1.01927224282e-06	383	2	3	night_concert	night_protest
1.326762773e-06	383	0	3	day_concert	night_protest
1.40325614805e-06	383	0	2	day_concert	night_concert
1.99914873613e-06	383	1	2	day_protest	night_concert
2.2142946855e-06	383	0	1	day_concert	day_protest
2.37351830015e-06	383	1	3	day_protest	night_protest
0.00224201606848	25	0	3	day_concert	night_protest
0.00230074168761	25	2	3	night_concert	night_protest
0.0029297543991	25	0	2	day_concert	night_concert
0.0145906662278	25	1	2	day_protest	night_concert
0.0158494663947	25	0	1	day_concert	day_protest
0.016809000742	25	1	3	day_protest	night_protest
0.0216195514672	31	0	1	day_concert	day_protest
0.0248610138378	241	0	2	day_concert	night_concert
0.0371318976709	332	1	3	day_protest	night_protest
0.0388800286165	31	1	2	day_protest	night_concert
0.0402197104093	241	0	1	day_concert	day_protest
0.0409332271399	44	0	1	day_concert	day_protest
0.0439346091862	54	0	2	day_concert	night_concert
0.0483611400946	241	1	2	day_protest	night_concert
0.0492373081568	61	2	3	night_concert	night_protest
0.0509830073373	341	0	3	day_concert	night_protest
0.0520207330602	88	0	1	day_concert	day_protest
0.0548396466997	159	0	1	day_concert	day_protest
0.057532959254	31	0	2	day_concert	night_concert
0.0576368012133	126	0	2	day_concert	night_concert
0.0580713261315	118	2	3	night_concert	night_protest
0.059838457198	198	0	2	day_concert	night_concert
0.0634772306413	241	2	3	night_concert	night_protest
0.0666081830389	141	0	2	day_concert	night_concert
0.0667046722427	341	0	1	day_concert	day_protest
0.0667967578612	160	2	3	night_concert	night_protest
0.0673006414262	278	1	3	day_protest	night_protest
0.0688016289728	17	1	3	day_protest	night_protest
0.0715974463264	124	2	3	night_concert	night_protest
0.0717349831079	198	0	3	day_concert	night_protest
0.0761996556821	341	1	3	day_protest	night_protest
0.0762398732729	61	1	3	day_protest	night_protest
0.0805088239645	241	1	3	day_protest	night_protest
0.0831777185716	193	0	1	day_concert	day_protest
0.0849171649355	62	0	1	day_concert	day_protest
0.0858793833694	241	0	3	day_concert	night_protest
0.0864714817276	358	1	3	day_protest	night_protest
0.0893184589749	306	2	3	night_concert	night_protest
0.0910638158342	368	0	2	day_concert	night_concert
0.091191831344	290	1	3	day_protest	night_protest
0.091306424773	198	2	3	night_concert	night_protest
0.0914604853515	58	2	3	night_concert	night_protest
0.0923833612195	154	2	3	night_concert	night_protest
0.0931698431872	193	1	3	day_protest	night_protest
0.0942530284612	54	1	3	day_protest	night_protest
0.0946667098587	154	1	3	day_protest	night_protest
0.0949516661059	377	1	3	day_protest	night_protest
0.0954979165886	147	1	2	day_protest	night_concert
0.0955630824168	118	1	3	day_protest	night_protest
0.0955988540883	61	0	1	day_concert	day_protest
0.0969654952295	373	1	3	day_protest	night_protest
0.0978731258727	248	1	3	day_protest	night_protest
0.098132857612	126	1	3	day_protest	night_protest
